,Name,Internet_coverage_rate
178,"Union County, Arkansas",60.100001000000006
179,"Van Buren County, Arkansas",60.399997000000006
180,"Washington County, Arkansas",76.899999
181,"White County, Arkansas",73.299998
182,"Woodruff County, Arkansas",54.6
183,"Yell County, Arkansas",66.7
184,"Alameda County, California",87.5
185,"Alpine County, California",84.899998
186,"Amador County, California",81.399995
187,"Butte County, California",83.200002
188,"Calaveras County, California",77.900004
189,"Colusa County, California",77.3
190,"Contra Costa County, California",90.199995
191,"Del Norte County, California",76.800001
192,"El Dorado County, California",85.69999299999999
193,"Fresno County, California",77.900004
194,"Glenn County, California",69.800001
195,"Humboldt County, California",81.099999
196,"Imperial County, California",73.899996
197,"Inyo County, California",77.900004
198,"Kern County, California",76.800001
199,"Kings County, California",77.200001
200,"Lake County, California",72.600001
201,"Lassen County, California",76.100004
202,"Los Angeles County, California",82.099998
203,"Madera County, California",76.800001
204,"Marin County, California",90.50000299999999
205,"Mariposa County, California",76.100004
206,"Mendocino County, California",77.600002
207,"Merced County, California",79.699999
208,"Modoc County, California",69.400001
209,"Mono County, California",83.299994
210,"Monterey County, California",80.800003
211,"Napa County, California",87.599999
212,"Nevada County, California",84.399998
213,"Orange County, California",89.299995
214,"Placer County, California",88.4
215,"Plumas County, California",75.9
216,"Riverside County, California",84.7
217,"Sacramento County, California",85.600001
218,"San Benito County, California",88.799995
219,"San Bernardino County, California",81.700003
220,"San Diego County, California",88.799995
221,"San Francisco County, California",86.000001
222,"San Joaquin County, California",79.899997
223,"San Luis Obispo County, California",86.200005
224,"San Mateo County, California",89.699996
225,"Santa Barbara County, California",85.300004
226,"Santa Clara County, California",90.699995
227,"Santa Cruz County, California",86.399996
228,"Shasta County, California",78.800005
229,"Sierra County, California",73.199999
230,"Siskiyou County, California",77.8
231,"Solano County, California",88.700002
232,"Sonoma County, California",87.099999
233,"Stanislaus County, California",82.79999500000001
234,"Sutter County, California",81.999999
235,"Tehama County, California",71.700001
236,"Trinity County, California",66.900003
237,"Tulare County, California",73.6
238,"Tuolumne County, California",78.200001
239,"Ventura County, California",86.79999699999999
240,"Yolo County, California",86.500001
241,"Yuba County, California",80.300003
242,"Adams County, Colorado",82.099998
243,"Alamosa County, Colorado",71.99999700000001
244,"Arapahoe County, Colorado",88.20000300000001
245,"Archuleta County, Colorado",81.099999
246,"Baca County, Colorado",69.400001
247,"Bent County, Colorado",73.500001
248,"Boulder County, Colorado",89.600003
249,"Chaffee County, Colorado",81.599998
250,"Cheyenne County, Colorado",79.500008
251,"Clear Creek County, Colorado",83.39999900000001
252,"Conejos County, Colorado",63.0
253,"Costilla County, Colorado",59.000003
254,"Crowley County, Colorado",75.0
255,"Custer County, Colorado",82.700002
256,"Delta County, Colorado",71.100003
257,"Denver County, Colorado",83.700001
258,"Dolores County, Colorado",64.700001
259,"Douglas County, Colorado",95.49999799999999
260,"Eagle County, Colorado",88.700002
261,"El Paso County, Colorado",89.299995
262,"Elbert County, Colorado",89.399999
263,"Fremont County, Colorado",79.399997
264,"Garfield County, Colorado",83.39999900000001
265,"Gilpin County, Colorado",85.800004
266,"Grand County, Colorado",87.0
267,"Gunnison County, Colorado",82.79999500000001
268,"Hinsdale County, Colorado",68.000001
269,"Huerfano County, Colorado",62.199998
270,"Jackson County, Colorado",75.099999
271,"Jefferson County, Colorado",88.4
272,"Kiowa County, Colorado",81.999999
273,"Kit Carson County, Colorado",77.900004
274,"La Plata County, Colorado",77.100003
275,"Lake County, Colorado",76.4
276,"Larimer County, Colorado",88.0
277,"Las Animas County, Colorado",69.200003
278,"Lincoln County, Colorado",77.3
279,"Logan County, Colorado",80.199999
280,"Mesa County, Colorado",83.700001
281,"Mineral County, Colorado",78.400004
282,"Moffat County, Colorado",79.60000000000001
283,"Montezuma County, Colorado",68.400002
284,"Montrose County, Colorado",74.900001
285,"Morgan County, Colorado",78.800005
286,"Otero County, Colorado",70.600003
287,"Ouray County, Colorado",82.499999
288,"Park County, Colorado",82.599998
289,"Phillips County, Colorado",79.399997
290,"Pitkin County, Colorado",88.9
291,"Prowers County, Colorado",76.700002
292,"Pueblo County, Colorado",73.6
293,"Rio Blanco County, Colorado",78.200001
294,"Rio Grande County, Colorado",64.300001
295,"Routt County, Colorado",91.19999399999999
296,"Saguache County, Colorado",64.200002
297,"San Miguel County, Colorado",80.599999
298,"Sedgwick County, Colorado",69.200003
299,"Summit County, Colorado",82.599998
300,"Teller County, Colorado",87.20000399999999
301,"Washington County, Colorado",77.200001
302,"Weld County, Colorado",83.89999900000001
303,"Yuma County, Colorado",73.299998
304,"Fairfield County, Connecticut",87.099999
305,"Hartford County, Connecticut",82.200003
306,"Litchfield County, Connecticut",85.100001
307,"Middlesex County, Connecticut",85.300004
308,"New Haven County, Connecticut",81.0
309,"New London County, Connecticut",84.899998
310,"Tolland County, Connecticut",87.29999699999999
311,"Windham County, Connecticut",80.10000000000001
312,"Kent County, Delaware",83.299994
313,"New Castle County, Delaware",83.89999900000001
314,"Sussex County, Delaware",78.499997
315,"District of Columbia, District of Columbia",80.000001
316,"Alachua County, Florida",83.700001
317,"Baker County, Florida",74.699998
318,"Bay County, Florida",82.599998
319,"Bradford County, Florida",65.799999
320,"Brevard County, Florida",84.899998
321,"Broward County, Florida",82.700002
322,"Calhoun County, Florida",63.999998999999995
323,"Charlotte County, Florida",82.200003
324,"Citrus County, Florida",80.599999
325,"Clay County, Florida",87.900001
326,"Collier County, Florida",82.99999799999999
327,"Columbia County, Florida",77.100003
328,"Dade County, Florida",75.099999
329,"DeSoto County, Florida",52.999997
330,"Dixie County, Florida",49.299997
331,"Duval County, Florida",81.200004
332,"Escambia County, Florida",81.700003
333,"Flagler County, Florida",78.299993
334,"Franklin County, Florida",73.6
335,"Gadsden County, Florida",58.8
336,"Gilchrist County, Florida",66.2
337,"Glades County, Florida",55.199999
338,"Gulf County, Florida",76.800001
339,"Hamilton County, Florida",63.800000999999995
340,"Hardee County, Florida",58.200002
341,"Hendry County, Florida",64.200002
342,"Hernando County, Florida",81.399995
343,"Highlands County, Florida",70.699996
344,"Hillsborough County, Florida",85.000002
345,"Holmes County, Florida",70.300001
346,"Indian River County, Florida",80.399996
347,"Jackson County, Florida",69.700003
348,"Jefferson County, Florida",70.89999900000001
349,"Lafayette County, Florida",70.8
350,"Lake County, Florida",83.49999799999999
351,"Lee County, Florida",82.099998
352,"Leon County, Florida",86.1
353,"Levy County, Florida",62.799996
354,"Liberty County, Florida",61.300003999999994
355,"Madison County, Florida",58.499998
356,"Manatee County, Florida",80.800003
357,"Marion County, Florida",77.200001
358,"Martin County, Florida",83.600003
359,"Monroe County, Florida",81.200004
360,"Nassau County, Florida",83.99999700000001
361,"Okaloosa County, Florida",81.799996
362,"Okeechobee County, Florida",59.600001999999996
363,"Orange County, Florida",85.399997
364,"Osceola County, Florida",76.800001
365,"Palm Beach County, Florida",83.100003
366,"Pasco County, Florida",80.300003
367,"Pinellas County, Florida",80.599999
368,"Polk County, Florida",66.60000099999999
369,"Putnam County, Florida",67.900002
370,"Santa Rosa County, Florida",86.399996
371,"Sarasota County, Florida",83.600003
372,"Seminole County, Florida",89.399999
373,"St. Johns County, Florida",86.200005
374,"St. Lucie County, Florida",81.999999
375,"Sumter County, Florida",83.700001
376,"Suwannee County, Florida",75.199997
377,"Taylor County, Florida",63.9
378,"Union County, Florida",61.500001000000005
379,"Volusia County, Florida",77.900004
380,"Wakulla County, Florida",76.300001
381,"Walton County, Florida",79.899997
382,"Washington County, Florida",72.7
383,"Appling County, Georgia",57.799995
384,"Atkinson County, Georgia",55.399995999999994
385,"Bacon County, Georgia",63.0
386,"Baker County, Georgia",48.199999
387,"Baldwin County, Georgia",70.500004
388,"Banks County, Georgia",64.300001
389,"Barrow County, Georgia",81.200004
390,"Bartow County, Georgia",79.60000000000001
391,"Ben Hill County, Georgia",55.800003
392,"Berrien County, Georgia",59.79999900000001
393,"Bibb County, Georgia",71.60000199999999
394,"Bleckley County, Georgia",64.599997
395,"Brantley County, Georgia",61.500001000000005
396,"Brooks County, Georgia",66.499996
397,"Bryan County, Georgia",85.300004
398,"Bulloch County, Georgia",73.199999
399,"Burke County, Georgia",66.499996
400,"Butts County, Georgia",66.399997
401,"Calhoun County, Georgia",57.300001
402,"Camden County, Georgia",83.39999900000001
403,"Candler County, Georgia",57.499999
404,"Carroll County, Georgia",78.400004
405,"Catoosa County, Georgia",80.500001
406,"Charlton County, Georgia",62.699996999999996
407,"Chatham County, Georgia",83.700001
408,"Chattahoochee County, Georgia",78.400004
409,"Chattooga County, Georgia",67.299998
410,"Cherokee County, Georgia",91.799998
411,"Clarke County, Georgia",80.000001
412,"Clay County, Georgia",60.699999000000005
413,"Clayton County, Georgia",77.200001
414,"Clinch County, Georgia",45.099998
415,"Cobb County, Georgia",89.699996
416,"Coffee County, Georgia",61.900002
417,"Colquitt County, Georgia",70.89999900000001
418,"Columbia County, Georgia",80.899996
419,"Cook County, Georgia",60.500001999999995
420,"Coweta County, Georgia",83.299994
421,"Crawford County, Georgia",68.099999
422,"Crisp County, Georgia",59.000003
423,"Dade County, Georgia",72.900003
424,"Dawson County, Georgia",83.100003
425,"De Kalb County, Georgia",82.89999999999999
426,"Decatur County, Georgia",52.300000000000004
427,"Dodge County, Georgia",54.799998
428,"Dooly County, Georgia",58.400005
429,"Dougherty County, Georgia",71.799999
430,"Douglas County, Georgia",79.10000099999999
431,"Early County, Georgia",54.500002
432,"Echols County, Georgia",44.2
433,"Effingham County, Georgia",82.89999999999999
434,"Elbert County, Georgia",57.100004000000006
435,"Emanuel County, Georgia",65.100002
436,"Evans County, Georgia",66.10000099999999
437,"Fannin County, Georgia",78.299993
438,"Fayette County, Georgia",89.200002
439,"Floyd County, Georgia",77.3
440,"Forsyth County, Georgia",92.60000000000001
441,"Franklin County, Georgia",63.299996
442,"Fulton County, Georgia",83.100003
443,"Gilmer County, Georgia",73.699999
444,"Glascock County, Georgia",63.0
445,"Glynn County, Georgia",78.099996
446,"Gordon County, Georgia",69.89999999999999
447,"Grady County, Georgia",70.39999999999999
448,"Greene County, Georgia",67.699999
449,"Gwinnett County, Georgia",87.5
450,"Habersham County, Georgia",66.7
451,"Hall County, Georgia",82.099998
452,"Hancock County, Georgia",45.699999000000005
453,"Haralson County, Georgia",72.499996
454,"Harris County, Georgia",81.099999
455,"Hart County, Georgia",65.600002
456,"Heard County, Georgia",67.10000000000001
457,"Henry County, Georgia",87.0
458,"Houston County, Georgia",79.899997
459,"Irwin County, Georgia",57.300001
460,"Jackson County, Georgia",77.700001
461,"Jasper County, Georgia",68.299997
462,"Jeff Davis County, Georgia",54.299998
463,"Jefferson County, Georgia",53.799999
464,"Jenkins County, Georgia",52.800000000000004
465,"Johnson County, Georgia",57.4
466,"Jones County, Georgia",77.200001
467,"Lamar County, Georgia",69.200003
468,"Lanier County, Georgia",50.999998999999995
469,"Laurens County, Georgia",56.699997
470,"Lee County, Georgia",82.400006
471,"Liberty County, Georgia",83.39999900000001
472,"Lincoln County, Georgia",53.100002
473,"Long County, Georgia",78.7
474,"Lowndes County, Georgia",65.000004
475,"Lumpkin County, Georgia",77.700001
476,"Macon County, Georgia",57.799995
477,"Madison County, Georgia",71.100003
478,"Marion County, Georgia",54.500002
479,"McDuffie County, Georgia",58.099997
480,"McIntosh County, Georgia",71.39999900000001
481,"Meriwether County, Georgia",57.199997
482,"Miller County, Georgia",50.300002
483,"Mitchell County, Georgia",64.099997
484,"Monroe County, Georgia",74.399996
485,"Montgomery County, Georgia",72.299999
486,"Morgan County, Georgia",73.899996
487,"Murray County, Georgia",75.0
488,"Muscogee County, Georgia",75.099999
489,"Newton County, Georgia",82.400006
490,"Oconee County, Georgia",85.899997
491,"Oglethorpe County, Georgia",64.599997
492,"Paulding County, Georgia",84.7
493,"Peach County, Georgia",73.000002
494,"Pickens County, Georgia",83.39999900000001
495,"Pierce County, Georgia",64.300001
496,"Pike County, Georgia",73.6
497,"Polk County, Georgia",72.600001
498,"Pulaski County, Georgia",65.200001
499,"Putnam County, Georgia",73.6
500,"Quitman County, Georgia",52.899998000000004
501,"Rabun County, Georgia",69.800001
502,"Randolph County, Georgia",69.099998
503,"Richmond County, Georgia",72.2
504,"Rockdale County, Georgia",79.2
505,"Schley County, Georgia",69.800001
506,"Screven County, Georgia",69.300002
507,"Seminole County, Georgia",63.499998999999995
508,"Spalding County, Georgia",66.7
509,"Stephens County, Georgia",69.099998
510,"Stewart County, Georgia",56.00000000000001
511,"Sumter County, Georgia",66.2
512,"Talbot County, Georgia",52.899998000000004
513,"Taliaferro County, Georgia",42.500001
514,"Tattnall County, Georgia",69.499999
515,"Taylor County, Georgia",58.499998
516,"Telfair County, Georgia",25.7
517,"Terrell County, Georgia",71.700001
518,"Thomas County, Georgia",77.3
519,"Tift County, Georgia",64.099997
520,"Toombs County, Georgia",66.7
521,"Towns County, Georgia",72.499996
522,"Treutlen County, Georgia",59.000003
523,"Troup County, Georgia",71.39999900000001
524,"Turner County, Georgia",65.3
525,"Twiggs County, Georgia",53.400004
526,"Union County, Georgia",73.400003
527,"Upson County, Georgia",65.50000299999999
528,"Walker County, Georgia",73.299998
529,"Walton County, Georgia",80.10000000000001
530,"Ware County, Georgia",66.2
531,"Warren County, Georgia",43.000001
532,"Washington County, Georgia",60.699999000000005
533,"Wayne County, Georgia",67.699999
534,"Webster County, Georgia",55.699997999999994
535,"Wheeler County, Georgia",32.299998
536,"White County, Georgia",71.60000199999999
537,"Whitfield County, Georgia",76.899999
538,"Wilcox County, Georgia",50.699996999999996
539,"Wilkes County, Georgia",43.899998000000004
540,"Wilkinson County, Georgia",55.000001
541,"Worth County, Georgia",70.89999900000001
542,"Hawaii County, Hawaii",75.199997
543,"Honolulu County, Hawaii",85.300004
544,"Kauai County, Hawaii",81.399995
545,"Maui County, Hawaii",82.99999799999999
546,"Ada County, Idaho",81.200004
547,"Adams County, Idaho",69.0
548,"Bannock County, Idaho",82.700002
549,"Bear Lake County, Idaho",81.999999
550,"Benewah County, Idaho",67.60000000000001
551,"Bingham County, Idaho",81.0
552,"Blaine County, Idaho",85.500002
553,"Boise County, Idaho",75.300002
554,"Bonner County, Idaho",74.5
555,"Bonneville County, Idaho",85.800004
556,"Boundary County, Idaho",73.899996
557,"Butte County, Idaho",71.99999700000001
558,"Camas County, Idaho",65.000004
559,"Canyon County, Idaho",77.700001
560,"Caribou County, Idaho",83.700001
561,"Cassia County, Idaho",82.89999999999999
562,"Clark County, Idaho",61.300003999999994
563,"Clearwater County, Idaho",70.199996
564,"Custer County, Idaho",75.999999
565,"Elmore County, Idaho",78.800005
566,"Franklin County, Idaho",82.79999500000001
567,"Fremont County, Idaho",76.800001
568,"Gem County, Idaho",75.099999
569,"Gooding County, Idaho",71.899998
570,"Idaho County, Idaho",67.400002
571,"Jefferson County, Idaho",83.700001
572,"Jerome County, Idaho",71.99999700000001
573,"Kootenai County, Idaho",82.099998
574,"Latah County, Idaho",82.499999
575,"Lemhi County, Idaho",77.499998
576,"Lewis County, Idaho",63.200003
577,"Lincoln County, Idaho",66.900003
578,"Madison County, Idaho",75.800002
579,"Minidoka County, Idaho",80.399996
580,"Nez Perce County, Idaho",77.900004
581,"Oneida County, Idaho",83.799994
582,"Owyhee County, Idaho",66.799998
583,"Payette County, Idaho",73.100001
584,"Power County, Idaho",79.300004
585,"Shoshone County, Idaho",69.499999
586,"Teton County, Idaho",84.399998
587,"Twin Falls County, Idaho",80.500001
588,"Valley County, Idaho",81.599998
589,"Washington County, Idaho",67.799997
590,"Adams County, Illinois",75.800002
591,"Alexander County, Illinois",47.9
592,"Bond County, Illinois",75.0
593,"Boone County, Illinois",84.60000199999999
594,"Brown County, Illinois",71.100003
595,"Bureau County, Illinois",76.800001
596,"Calhoun County, Illinois",66.799998
597,"Carroll County, Illinois",77.399999
598,"Cass County, Illinois",73.299998
599,"Champaign County, Illinois",81.599998
600,"Christian County, Illinois",76.499999
601,"Clark County, Illinois",69.700003
602,"Clay County, Illinois",75.599998
603,"Clinton County, Illinois",74.900001
604,"Coles County, Illinois",76.999998
605,"Cook County, Illinois",78.899997
606,"Crawford County, Illinois",73.199999
607,"Cumberland County, Illinois",73.899996
608,"De Witt County, Illinois",77.700001
609,"DeKalb County, Illinois",86.200005
610,"Douglas County, Illinois",72.600001
611,"DuPage County, Illinois",88.799995
612,"Edgar County, Illinois",73.400003
613,"Edwards County, Illinois",76.199996
614,"Effingham County, Illinois",79.2
615,"Fayette County, Illinois",68.099999
616,"Ford County, Illinois",78.200001
617,"Franklin County, Illinois",68.599999
618,"Fulton County, Illinois",74.699998
619,"Gallatin County, Illinois",66.900003
620,"Greene County, Illinois",68.700004
621,"Grundy County, Illinois",82.599998
622,"Hamilton County, Illinois",72.2
623,"Hancock County, Illinois",70.099998
624,"Hardin County, Illinois",69.0
625,"Henderson County, Illinois",77.3
626,"Henry County, Illinois",74.300003
627,"Iroquois County, Illinois",77.399999
628,"Jackson County, Illinois",75.5
629,"Jasper County, Illinois",72.499996
630,"Jefferson County, Illinois",76.600003
631,"Jersey County, Illinois",70.8
632,"Jo Daviess County, Illinois",77.100003
633,"Johnson County, Illinois",63.999998999999995
634,"Kane County, Illinois",86.899996
635,"Kankakee County, Illinois",76.499999
636,"Kendall County, Illinois",91.700006
637,"Knox County, Illinois",71.60000199999999
638,"LaSalle County, Illinois",80.300003
639,"Lake County, Illinois",88.499999
640,"Lawrence County, Illinois",70.699996
641,"Lee County, Illinois",78.200001
642,"Livingston County, Illinois",78.7
643,"Logan County, Illinois",76.100004
644,"Macon County, Illinois",77.399999
645,"Macoupin County, Illinois",77.8
646,"Madison County, Illinois",81.300002
647,"Marion County, Illinois",75.699997
648,"Marshall County, Illinois",73.299998
649,"Mason County, Illinois",74.20000399999999
650,"Massac County, Illinois",63.4
651,"McDonough County, Illinois",74.20000399999999
652,"McHenry County, Illinois",90.50000299999999
653,"McLean County, Illinois",81.300002
654,"Menard County, Illinois",80.599999
655,"Mercer County, Illinois",77.8
656,"Monroe County, Illinois",81.900007
657,"Montgomery County, Illinois",72.900003
658,"Morgan County, Illinois",75.099999
659,"Moultrie County, Illinois",75.0
660,"Ogle County, Illinois",78.800005
661,"Peoria County, Illinois",75.599998
662,"Perry County, Illinois",72.799999
663,"Piatt County, Illinois",83.39999900000001
664,"Pike County, Illinois",68.900001
665,"Pope County, Illinois",60.000001999999995
666,"Pulaski County, Illinois",51.099998
667,"Putnam County, Illinois",77.200001
668,"Randolph County, Illinois",73.000002
669,"Richland County, Illinois",74.399996
670,"Rock Island County, Illinois",78.299993
671,"Saline County, Illinois",67.900002
672,"Sangamon County, Illinois",78.999996
673,"Schuyler County, Illinois",77.399999
674,"Scott County, Illinois",78.200001
675,"Shelby County, Illinois",70.699996
676,"St. Clair County, Illinois",72.600001
677,"Stark County, Illinois",71.99999700000001
678,"Stephenson County, Illinois",76.899999
679,"Tazewell County, Illinois",80.899996
680,"Union County, Illinois",63.200003
681,"Vermilion County, Illinois",71.899998
682,"Wabash County, Illinois",76.199996
683,"Warren County, Illinois",78.7
684,"Washington County, Illinois",74.000001
685,"Wayne County, Illinois",68.299997
686,"White County, Illinois",72.400004
687,"Whiteside County, Illinois",78.899997
688,"Will County, Illinois",87.70000300000001
689,"Williamson County, Illinois",74.000001
690,"Winnebago County, Illinois",79.699999
691,"Woodford County, Illinois",81.399995
692,"Adams County, Indiana",67.299998
693,"Allen County, Indiana",80.700004
694,"Bartholomew County, Indiana",77.100003
695,"Benton County, Indiana",73.799998
696,"Blackford County, Indiana",68.5
697,"Boone County, Indiana",85.800004
698,"Brown County, Indiana",72.600001
699,"Carroll County, Indiana",74.800003
700,"Cass County, Indiana",73.299998
701,"Clark County, Indiana",74.900001
702,"Clay County, Indiana",73.899996
703,"Clinton County, Indiana",75.0
704,"Crawford County, Indiana",61.199999000000005
705,"Daviess County, Indiana",65.50000299999999
706,"DeKalb County, Indiana",77.700001
707,"Dearborn County, Indiana",79.800004
708,"Decatur County, Indiana",71.799999
709,"Delaware County, Indiana",76.199996
710,"Dubois County, Indiana",78.299993
711,"Elkhart County, Indiana",76.999998
712,"Fayette County, Indiana",66.799998
713,"Floyd County, Indiana",76.800001
714,"Fountain County, Indiana",74.699998
715,"Franklin County, Indiana",70.000005
716,"Fulton County, Indiana",72.299999
717,"Gibson County, Indiana",76.700002
718,"Grant County, Indiana",69.0
719,"Greene County, Indiana",69.0
