,Name,Crime_rate
686,"Stokes County, North Carolina",345.5825534
687,"Travis County, Texas",345.4200618
688,"Blount County, Tennessee",345.3265014
689,"Clinton County, Missouri",345.1460794
690,"Union County, New Jersey",345.0942625
691,"Lynchburg city, Virginia",344.8099059
692,"DeKalb County, Tennessee",344.395742
693,"Torrance County, New Mexico",343.5770185
694,"San Patricio County, Texas",343.226938
695,"Ste. Genevieve County, Missouri",343.120711
696,"Anderson County, Tennessee",342.85563
697,"Hughes County, South Dakota",342.7004798
698,"Lauderdale County, Mississippi",342.662048
699,"Hansford County, Texas",342.0342034
700,"McCormick County, South Carolina",341.8116015
701,"Coffee County, Alabama",341.591739
702,"Hamilton County, Florida",341.3682597
703,"St. Joseph County, Indiana",341.1958352
704,"Thomas County, Georgia",340.9926675
705,"Tunica County, Mississippi",340.9090909
706,"Saline County, Illinois",340.8316292
707,"Surry County, Virginia",339.985218
708,"Weakley County, Tennessee",339.6226415
709,"Laurens County, Georgia",339.5904081
710,"Cheatham County, Tennessee",339.3092272
711,"Saline County, Kansas",339.0742734
712,"Pulaski County, Illinois",338.5240352
713,"Washington County, North Carolina",337.9971703
714,"Lee County, Florida",337.9139787
715,"Pulaski County, Georgia",337.8963784
716,"Cleveland County, Oklahoma",337.8629242
717,"Winn Parish, Louisiana",337.5413488
718,"Marshall County, Tennessee",337.2952136
719,"King County, Washington",337.2057704
720,"Grady County, Oklahoma",337.1519046
721,"Los Alamos County, New Mexico",337.1165299
722,"Franklin County, Kentucky",336.3680309
723,"Adams County, Colorado",336.3221531
724,"Bastrop County, Texas",336.3006924
725,"Lanier County, Georgia",336.2797848
726,"Wilcox County, Alabama",336.0749978
727,"Tate County, Mississippi",334.8253621
728,"Coconino County, Arizona",334.7029054
729,"Labette County, Kansas",334.6720214
730,"Lewis County, Tennessee",334.420199
731,"Sutter County, California",333.508128
732,"Seward County, Kansas",333.4758444
733,"Sevier County, Tennessee",333.4402052
734,"Berkshire County, Massachusetts",333.371918
735,"Clay County, Mississippi",333.2026656
736,"Washington County, Colorado",333.1251301
737,"Hamilton County, Iowa",333.0721003
738,"Houston County, Georgia",331.8479188
739,"Berks County, Pennsylvania",331.7848429
740,"Russell County, Kansas",331.7467186
741,"Lucas County, Iowa",331.5801509
742,"Cabell County, West Virginia",331.5042262
743,"Seminole County, Florida",331.3908554
744,"Aiken County, South Carolina",331.3517201
745,"Crawford County, Kansas",330.9740822
746,"Ashland County, Wisconsin",330.9190809
747,"Appanoose County, Iowa",330.9171131
748,"Manassas city, Virginia",330.8955761
749,"Albany County, New York",330.6781345
750,"Matagorda County, Texas",330.6733712
751,"Indiana County, Pennsylvania",330.5031626
752,"Montgomery County, Illinois",330.4781817
753,"Minnehaha County, South Dakota",329.5479849
754,"Webster Parish, Louisiana",329.4163922
755,"Marion County, Arkansas",328.6670724
756,"Lamar County, Georgia",328.5260872
757,"Gordon County, Georgia",328.2099109
758,"Blaine County, Idaho",328.1916639
759,"San Luis Obispo County, California",327.7348314
760,"Nacogdoches County, Texas",327.567733
761,"Talladega County, Alabama",326.7732071
762,"Duplin County, North Carolina",326.2099727
763,"Webster County, West Virginia",326.0991791
764,"Yadkin County, North Carolina",325.9897997
765,"Washington County, Alabama",325.8873022
766,"West Baton Rouge Parish, Louisiana",325.5605746
767,"Lincoln Parish, Louisiana",324.7985827
768,"Union County, Tennessee",324.5733431
769,"Tama County, Iowa",324.3058716
770,"Citrus County, Florida",323.8290814
771,"Lake County, Florida",323.6655694
772,"Wood County, West Virginia",323.4414167
773,"Lake County, Tennessee",323.3734316
774,"Wilson County, Tennessee",323.0964779
775,"Valley County, Idaho",322.7149698
776,"Craighead County, Arkansas",322.205581
777,"Pierce County, Georgia",322.1037068
778,"Stillwater County, Montana",321.9575016
779,"Salt Lake County, Utah",321.9350184
780,"Sabine Parish, Louisiana",321.8485661
781,"Howell County, Missouri",321.8379422
782,"Shelby County, Texas",321.8052109
783,"Logan County, Kansas",321.6583274
784,"Putnam County, West Virginia",321.270962
785,"McDowell County, West Virginia",320.9427093
786,"Ripley County, Missouri",320.695553
787,"Dodge County, Georgia",320.4373027
788,"Swain County, North Carolina",320.1024328
789,"McLean County, Illinois",320.0742068
790,"Waynesboro city, Virginia",319.804355
791,"Yavapai County, Arizona",319.8021689
792,"San Augustine County, Texas",319.3066484
793,"Beaver County, Pennsylvania",319.1958381
794,"Pasco County, Florida",319.0312554
795,"Licking County, Ohio",318.9309577
796,"Lowndes County, Georgia",318.8210705
797,"Lee County, Texas",318.7394756
798,"Suffolk city, Virginia",318.4490482
799,"Doniphan County, Kansas",318.4307732
800,"Ford County, Illinois",318.1029497
801,"Geneva County, Alabama",318.0304561
802,"Edgar County, Illinois",317.3719376
803,"Franklin County, Massachusetts",317.3221381
804,"Mesa County, Colorado",317.1720184
805,"Jackson County, Oregon",316.9579707
806,"Sarasota County, Florida",316.8309731
807,"Hidalgo County, Texas",316.7907686
808,"Lee County, Georgia",316.4665818
809,"Crawford County, Arkansas",316.3530175
810,"Jackson County, Michigan",316.1458885
811,"Franklin County, Arkansas",316.0696462
812,"Troup County, Georgia",315.6995351
813,"Pawnee County, Kansas",315.5931717
814,"Marshall County, South Dakota",314.9275667
815,"Danville city, Virginia",314.6339758
816,"Chariton County, Missouri",314.6303094
817,"Faulkner County, Arkansas",314.4338518
818,"Little River County, Arkansas",314.2183818
819,"Ozark County, Missouri",313.8075314
820,"Harmon County, Oklahoma",313.6981527
821,"Cherokee County, South Carolina",313.1430616
822,"Rowan County, North Carolina",313.0354316
823,"Polk County, Iowa",312.8341713
824,"Mono County, California",312.6332244
825,"Chowan County, North Carolina",312.3726742
826,"Lonoke County, Arkansas",312.3542465
827,"Quay County, New Mexico",311.7063034
828,"St. Joseph County, Michigan",311.6593399
829,"Catawba County, North Carolina",311.349396
830,"Adair County, Oklahoma",310.8948364
831,"Grant County, Arkansas",310.7830623
832,"Henry County, Tennessee",310.4625893
833,"Garfield County, Washington",310.2836879
834,"Marion County, Tennessee",310.1430887
835,"Craven County, North Carolina",310.0804869
836,"Gunnison County, Colorado",309.5376282
837,"Vanderburgh County, Indiana",309.2647107
838,"Howard County, Arkansas",309.2555776
839,"Hardy County, West Virginia",308.908046
840,"Kankakee County, Illinois",308.5979308
841,"Indian River County, Florida",308.4637379
842,"Somerset County, Maryland",308.3012979
843,"Bates County, Missouri",308.1570997
844,"Butte County, California",307.98325
845,"Mahnomen County, Minnesota",307.3029646
846,"Stephens County, Oklahoma",307.2196621
847,"Wayne County, Illinois",307.0069829
848,"Stewart County, Tennessee",306.8402934
849,"Jefferson County, Georgia",306.372549
850,"Kearny County, Kansas",305.8883508
851,"Panola County, Texas",305.823209
852,"Pecos County, Texas",305.7909155
853,"Hartford County, Connecticut",305.5867265
854,"Woodbury County, Iowa",305.4929991
855,"Cowlitz County, Washington",305.3210289
856,"Lafayette County, Florida",305.1537071
857,"Riverside County, California",304.8627551
858,"Sheridan County, Nebraska",304.7038659
859,"Clearfield County, Pennsylvania",304.2846232
860,"Jackson County, Tennessee",303.8985847
861,"Washington County, Mississippi",303.896313
862,"Adams County, Illinois",303.8879785
863,"Iron County, Utah",303.548525
864,"Stark County, Ohio",303.3838352
865,"St. Louis County, Missouri",303.3619454
866,"Cass County, Texas",303.3200356
867,"Broome County, New York",303.2389361
868,"Jefferson County, Tennessee",303.1291368
869,"Hertford County, North Carolina",302.8938644
870,"Tyler County, Texas",302.83265
871,"Tippecanoe County, Indiana",302.4853752
872,"Bay County, Michigan",302.343867
873,"Kauai County, Hawaii",302.1061112
874,"Richland Parish, Louisiana",302.0568634
875,"Knox County, Illinois",301.4708706
876,"Jack County, Texas",301.4402144
877,"Carroll County, Georgia",300.8321837
878,"Midland County, Texas",300.3934825
879,"Greene County, Georgia",300.2267018
880,"Carbon County, Utah",300.1715266
881,"Walton County, Georgia",299.6944749
882,"Polk County, Tennessee",299.5805872
883,"Madison County, Arkansas",299.3439908
884,"Sullivan County, Pennsylvania",299.1654858
885,"Banks County, Georgia",298.6695629
886,"Maverick County, Texas",298.5768433
887,"Clark County, Ohio",298.1632848
888,"Arapahoe County, Colorado",297.9886998
889,"Scott County, Kansas",297.9145978
890,"Mitchell County, Kansas",297.8990279
891,"Jackson County, Mississippi",296.9028124
892,"Lyon County, Nevada",296.758927
893,"Buena Vista County, Iowa",296.5916274
894,"Wakulla County, Florida",296.563729
895,"Ochiltree County, Texas",296.1317786
896,"Wayne County, Indiana",296.0540851
897,"Cass County, North Dakota",296.0160659
898,"Mineral County, West Virginia",295.9861392
899,"Boone County, Iowa",295.8579882
900,"Kootenai County, Idaho",295.2899179
901,"Hernando County, Florida",295.2287593
902,"Marion County, Illinois",295.1685568
903,"Macon County, Tennessee",295.1411832
904,"Sumner County, Tennessee",294.869973
905,"Lawrence County, Alabama",294.7569
906,"Overton County, Tennessee",294.4507361
907,"Washtenaw County, Michigan",294.4331527
908,"Mille Lacs County, Minnesota",294.1973445
909,"Lake County, Oregon",294.1176471
910,"Colorado County, Texas",293.9475713
911,"Grant County, Washington",293.8679553
912,"Carteret County, North Carolina",293.7136511
913,"Dooly County, Georgia",293.6241611
914,"Scott County, Mississippi",293.5663
915,"Surry County, North Carolina",292.9500342
916,"Davison County, South Dakota",292.5894163
917,"Lewis and Clark County, Montana",292.3260583
918,"Perry County, Tennessee",292.2861863
919,"Glades County, Florida",292.2442863
920,"Jasper County, Illinois",291.9099249
921,"Fairfield County, Connecticut",291.8383154
922,"Claiborne County, Mississippi",291.7972549
923,"Missoula County, Montana",291.5738728
924,"Union Parish, Louisiana",290.905836
925,"Mitchell County, Georgia",290.7355175
926,"Macomb County, Michigan",290.7218207
927,"Terry County, Texas",290.3554893
928,"Carbon County, Montana",290.1353965
929,"Camp County, Texas",290.018529
930,"Perry County, Arkansas",289.9951667
931,"Lake County, Michigan",289.8296153
932,"Deer Lodge County, Montana",289.4200879
933,"Custer County, Oklahoma",289.3420022
934,"Franklin County, Tennessee",289.3335603
935,"Grant County, Kansas",289.3081761
936,"Humboldt County, California",289.2343839
937,"Jasper County, South Carolina",289.1584363
938,"Polk County, Arkansas",289.1306478
939,"Eureka County, Nevada",289.017341
940,"Clark County, Wisconsin",288.8920988
941,"Orange County, New York",288.8772924
942,"Iredell County, North Carolina",288.7239617
943,"Jerome County, Idaho",288.7092476
944,"Mills County, Iowa",288.6680988
945,"Jefferson County, Mississippi",288.3733124
946,"Upshur County, Texas",288.3361749
947,"Yellowstone County, Montana",288.0087181
948,"Blaine County, Montana",287.7044216
949,"Crawford County, Michigan",287.6869965
950,"Miller County, Georgia",286.5812542
951,"Kit Carson County, Colorado",286.176434
952,"Greene County, Illinois",286.1545234
953,"Allen County, Indiana",285.3884423
954,"Richland County, Montana",285.3575887
955,"Warren County, Missouri",284.8571169
956,"Hancock County, Tennessee",284.4737236
957,"Elmore County, Alabama",284.2945786
958,"Chippewa County, Michigan",284.2671077
959,"Donley County, Texas",283.9295855
960,"Washington County, Illinois",283.7763012
961,"Martinsville city, Virginia",283.5332606
962,"Northampton County, North Carolina",283.1229905
963,"Lamb County, Texas",283.1215971
964,"Barber County, Kansas",282.9997979
965,"Levy County, Florida",282.514378
966,"Toombs County, Georgia",282.33051
967,"Van Buren County, Michigan",282.2874561
968,"Humboldt County, Nevada",282.2092956
969,"Pettis County, Missouri",281.9571141
970,"Mingo County, West Virginia",281.8532819
971,"St. Johns County, Florida",281.4254437
972,"Luzerne County, Pennsylvania",281.1595018
973,"Barry County, Missouri",281.119982
974,"Broadwater County, Montana",281.0962755
975,"Greene County, Arkansas",280.762002
976,"Washington County, Florida",280.214425
977,"Marion County, Alabama",280.2136217
978,"Yazoo County, Mississippi",279.7403436
979,"Scott County, Indiana",279.4927415
980,"Jasper County, Georgia",279.3912212
981,"Harford County, Maryland",279.2769296
982,"Glenn County, California",279.1696492
983,"Rensselaer County, New York",278.8929326
984,"Warren County, Iowa",278.8575292
985,"Crook County, Oregon",278.6452078
986,"Imperial County, California",278.6209396
987,"Hall County, Nebraska",278.3267457
988,"Butts County, Georgia",278.2415136
989,"Brown County, Wisconsin",278.09856
990,"Grand County, Utah",277.7777778
991,"Houston County, Tennessee",277.3757839
992,"Catron County, New Mexico",277.2387025
993,"Mayes County, Oklahoma",276.933634
994,"Pocahontas County, West Virginia",276.8485408
995,"Luce County, Michigan",276.837896
996,"Benewah County, Idaho",276.42636
997,"Mason County, Michigan",276.1754938
998,"Hardee County, Florida",276.172826
999,"Jackson County, Oklahoma",275.9889604
1000,"Bethel Census Area, Alaska",275.9319743
1001,"Burleigh County, North Dakota",275.8402388
1002,"Franklin County, Kansas",275.8352758
1003,"Douglas County, Georgia",275.7022709
1004,"Bradley County, Arkansas",275.5800516
1005,"Washington County, Oklahoma",275.3165171
1006,"Montour County, Pennsylvania",275.0660698
1007,"Weld County, Colorado",274.2924922
1008,"Rockingham County, North Carolina",274.2767583
1009,"Yell County, Arkansas",274.0602019
1010,"Tom Green County, Texas",274.0226525
1011,"Coles County, Illinois",273.7583105
1012,"Meriwether County, Georgia",273.1725697
1013,"Decatur County, Kansas",273.0375427
1014,"Garfield County, Oklahoma",273.0178104
1015,"Twin Falls County, Idaho",272.6465475
1016,"Choctaw County, Oklahoma",272.515786
1017,"Josephine County, Oregon",272.4893765
1018,"Person County, North Carolina",272.4310011
1019,"Clallam County, Washington",272.4305786
1020,"Malheur County, Oregon",272.3186456
1021,"Goshen County, Wyoming",271.8189833
1022,"Yolo County, California",271.7590533
1023,"Taylor County, Georgia",271.7391304
1024,"Cherokee County, Kansas",271.7132234
1025,"Warren County, Pennsylvania",271.4932127
1026,"Highlands County, Florida",271.4718899
1027,"Telfair County, Georgia",271.2313905
1028,"Monongalia County, West Virginia",270.841074
1029,"Hill County, Texas",269.9365362
1030,"Fayette County, West Virginia",269.7427575
1031,"Flathead County, Montana",269.6952766
1032,"Marshall County, Oklahoma",268.9517138
1033,"Kitsap County, Washington",268.9315189
1034,"St. Francois County, Missouri",268.8212641
1035,"Preston County, West Virginia",268.7616291
1036,"Woodward County, Oklahoma",268.6018567
1037,"McKenzie County, North Dakota",268.4131415
1038,"Randolph County, Alabama",268.4032208
1039,"Comal County, Texas",268.3997299
1040,"Conway County, Arkansas",268.2984232
1041,"Otero County, New Mexico",268.2272616
1042,"White County, Illinois",268.0596605
1043,"Galveston County, Texas",267.9427085
1044,"Mason County, Washington",267.7818735
1045,"Caswell County, North Carolina",267.3566192
1046,"Benton County, Arkansas",267.1757334
1047,"Essex County, Virginia",267.1653754
1048,"Howard County, Indiana",267.037216
1049,"Salem County, New Jersey",267.0104042
1050,"Osage County, Oklahoma",266.7389085
1051,"Ottawa County, Oklahoma",266.7080167
1052,"Cape May County, New Jersey",265.9102996
1053,"Clear Creek County, Colorado",265.7513011
1054,"Marshall County, Mississippi",265.6442558
1055,"Phelps County, Missouri",265.5835026
1056,"Dare County, North Carolina",265.5701191
1057,"Wayne County, West Virginia",265.4632333
1058,"Santa Clara County, California",265.4076897
1059,"Warrick County, Indiana",265.360612
1060,"Monroe County, Michigan",265.3348939
1061,"Wright County, Missouri",265.2519894
1062,"Cobb County, Georgia",264.2256585
1063,"Whitfield County, Georgia",264.2187576
1064,"Carbon County, Pennsylvania",263.9459142
1065,"Haywood County, North Carolina",263.5892064
1066,"St. Clair County, Missouri",263.518499
1067,"Chambers County, Texas",263.5010323
1068,"Worth County, Georgia",263.0219342
1069,"Lauderdale County, Alabama",262.9395347
1070,"Delta County, Michigan",262.837014
1071,"Linn County, Kansas",262.7154267
1072,"Martin County, Florida",262.4567806
1073,"Warren County, North Carolina",262.454435
1074,"Barbour County, West Virginia",262.3732856
1075,"Hartley County, Texas",262.295082
1076,"Delaware County, Indiana",262.1633584
1077,"Sequoyah County, Oklahoma",262.0214469
1078,"Lumpkin County, Georgia",261.9833107
1079,"Callaway County, Missouri",261.502739
1080,"Starr County, Texas",261.446347
1081,"Butte County, South Dakota",261.374637
1082,"Madison County, Indiana",261.3387287
1083,"Le Flore County, Oklahoma",261.180536
1084,"Harrison County, West Virginia",260.9754683
1085,"Page County, Iowa",260.9304398
1086,"Bennett County, South Dakota",260.7184241
1087,"Sandoval County, New Mexico",260.6626396
1088,"Wexford County, Michigan",260.3767805
1089,"Shoshone County, Idaho",260.0472813
1090,"Wayne County, Tennessee",259.7555936
1091,"Garvin County, Oklahoma",259.7497622
1092,"Polk County, Minnesota",259.7484874
1093,"Lehigh County, Pennsylvania",259.65102
1094,"Monroe County, Indiana",259.3594948
1095,"Chase County, Kansas",259.2592593
1096,"St. Clair County, Michigan",259.2401025
1097,"Cherry County, Nebraska",259.1568763
1098,"Christian County, Kentucky",258.875241
1099,"Cameron County, Texas",258.8214994
1100,"DeKalb County, Illinois",258.7334473
1101,"Washington County, Maryland",258.7105918
1102,"Covington County, Alabama",258.6707491
1103,"Clinton County, Indiana",258.2330781
1104,"Silver Bow County, Montana",257.7991484
1105,"Oneida County, New York",257.7220284
1106,"Union County, Florida",257.6638478
1107,"Macon County, Missouri",257.3340196
1108,"Flagler County, Florida",257.1131298
1109,"Logan County, Illinois",256.9750367
1110,"Smith County, Tennessee",256.8942015
1111,"Frederick County, Maryland",256.8255533
1112,"Maui County, Hawaii",256.5511042
1113,"Candler County, Georgia",256.0117034
1114,"Kalkaska County, Michigan",255.8734589
1115,"Snyder County, Pennsylvania",255.8635394
1116,"Morgan County, Alabama",254.6186147
1117,"Harnett County, North Carolina",254.4264604
1118,"Sumner County, Kansas",254.33428
1119,"Pope County, Arkansas",254.208835
1120,"Grayson County, Texas",254.1825701
1121,"Blair County, Pennsylvania",254.1286002
1122,"Fremont County, Colorado",254.0311296
1123,"Van Buren County, Arkansas",253.9570045
1124,"Franklin County, Washington",253.9301461
1125,"Lincoln County, New Mexico",253.6682417
1126,"Lowndes County, Mississippi",253.6630954
1127,"Johnson County, Texas",253.3821999
1128,"Newton County, Missouri",253.2075792
1129,"Uintah County, Utah",253.1289551
1130,"Franklin County, Mississippi",252.1750095
1131,"Fergus County, Montana",252.1519868
1132,"Westchester County, New York",251.8574487
1133,"Benton County, Tennessee",251.6881522
1134,"Hampton city, Virginia",251.6477809
1135,"Autauga County, Alabama",251.6019259
1136,"Marion County, West Virginia",251.4595203
1137,"Fentress County, Tennessee",251.270311
1138,"Clay County, South Dakota",251.1661285
1139,"Heard County, Georgia",250.9084617
1140,"Chemung County, New York",250.8304522
1141,"Bedford County, Pennsylvania",250.7389665
1142,"Franklin County, North Carolina",250.5621587
1143,"Kanabec County, Minnesota",250.0625156
1144,"Newaygo County, Michigan",249.9947918
1145,"Saline County, Arkansas",249.991259
1146,"Scott County, Tennessee",249.8296616
1147,"Ogemaw County, Michigan",249.5996986
1148,"York County, Pennsylvania",249.2226032
1149,"Roane County, Tennessee",248.8359379
1150,"Park County, Montana",248.6927688
1151,"Woodson County, Kansas",248.3700714
1152,"Chester County, Tennessee",248.253565
1153,"Racine County, Wisconsin",248.1529525
1154,"Carroll County, Arkansas",248.1300345
1155,"Wake County, North Carolina",248.0783423
1156,"Erie County, Pennsylvania",247.9539341
1157,"Osage County, Kansas",247.8007682
1158,"Codington County, South Dakota",247.7291495
1159,"Carbon County, Wyoming",247.6504953
1160,"Fort Bend County, Texas",247.560798
1161,"Nevada County, California",247.4541752
1162,"Ray County, Missouri",247.4065715
1163,"Mercer County, Illinois",247.249351
1164,"Washington County, Georgia",246.6627974
1165,"Lee County, Alabama",246.4669754
1166,"Marshall County, West Virginia",246.4647709
1167,"Stone County, Arkansas",246.4033066
1168,"Park County, Wyoming",246.3475553
1169,"Aransas County, Texas",246.3458696
1170,"Adams County, Mississippi",246.1826114
1171,"Bent County, Colorado",246.1322082
1172,"Crawford County, Illinois",246.090746
1173,"Pittsburg County, Oklahoma",246.0684965
1174,"Screven County, Georgia",245.7865169
1175,"San Jacinto County, Texas",245.7551385
1176,"Johnson County, Georgia",245.7254019
1177,"Clay County, North Carolina",245.6538171
1178,"Marion County, Missouri",245.6407418
1179,"Cleburne County, Arkansas",245.2697968
1180,"Haskell County, Oklahoma",245.1731535
1181,"Gila County, Arizona",245.0379809
1182,"Wagoner County, Oklahoma",244.3857332
1183,"Ashley County, Arkansas",244.3264577
1184,"El Dorado County, California",244.309084
1185,"Mackinac County, Michigan",244.100895
1186,"Carson City, Nevada",244.0828402
1187,"Collier County, Florida",244.0805319
1188,"Maries County, Missouri",243.9565314
1189,"Moore County, Texas",243.8914232
1190,"Jackson County, Indiana",243.868771
1191,"St. Louis County, Minnesota",243.8416276
1192,"Allen County, Kansas",243.8281012
1193,"Hillsborough County, New Hampshire",243.5734
1194,"Holmes County, Florida",243.4447431
1195,"Florence County, Wisconsin",243.3628319
1196,"Hampshire County, Massachusetts",243.1138625
1197,"Franklin Parish, Louisiana",243.0606193
1198,"Johnson County, Iowa",242.8946139
1199,"Berkeley County, West Virginia",242.85688
1200,"Lincoln County, South Dakota",242.6892374
1201,"Blue Earth County, Minnesota",242.6443658
1202,"Linn County, Missouri",242.5614489
1203,"Pike County, Mississippi",242.4151547
1204,"Pottawatomie County, Kansas",242.3868494
1205,"Pawnee County, Oklahoma",242.2333919
1206,"Charlotte County, Florida",242.205711
1207,"Saguache County, Colorado",241.6237113
1208,"Haskell County, Kansas",241.4875634
1209,"Douglas County, Illinois",241.3637049
1210,"Hawkins County, Tennessee",241.1971831
1211,"Beltrami County, Minnesota",240.8583315
1212,"Osceola County, Michigan",240.7670149
1213,"Elmore County, Idaho",240.7336645
1214,"Esmeralda County, Nevada",240.3846154
1215,"Caldwell Parish, Louisiana",240.2642907
1216,"Palo Pinto County, Texas",240.2380867
1217,"Riley County, Kansas",240.0721543
1218,"Edwards County, Illinois",239.8081535
1219,"Freestone County, Texas",239.2344498
1220,"Lyon County, Iowa",239.0710383
1221,"Cleveland County, North Carolina",239.0594248
1222,"Hickman County, Tennessee",239.0077059
1223,"Rock County, Wisconsin",238.8965963
1224,"Buncombe County, North Carolina",238.7944109
1225,"Tooele County, Utah",238.6359896
1226,"Carroll County, Tennessee",238.4877074
1227,"Yankton County, South Dakota",237.9273881
1228,"Beadle County, South Dakota",237.8318584
1229,"Lawrence County, Indiana",237.7628479
1230,"Wells County, North Dakota",237.7555873
1231,"Cullman County, Alabama",237.591417
1232,"Converse County, Wyoming",237.5462866
1233,"Honolulu County, Hawaii",237.5362126
1234,"Siskiyou County, California",237.4483436
1235,"Sullivan County, New York",237.3964651
1236,"Neosho County, Kansas",237.3706634
1237,"Manistee County, Michigan",237.2188139
1238,"Jackson County, North Carolina",237.0536914
1239,"Laramie County, Wyoming",236.9297248
1240,"Baker County, Florida",236.922963
1241,"Union County, North Carolina",236.8910865
1242,"Cascade County, Montana",236.6964459
1243,"Johnson County, Illinois",236.6490495
1244,"Blaine County, Oklahoma",236.6255144
1245,"Lane County, Oregon",236.3760906
1246,"Tazewell County, Illinois",236.1534851
1247,"Aleutians West Census Area, Alaska",235.8918527
1248,"Marion County, Oregon",235.7747193
1249,"Polk County, Oregon",235.695497
1250,"Bannock County, Idaho",235.4382635
1251,"San Mateo County, California",235.3577129
1252,"Sheridan County, Kansas",235.0176263
1253,"Trumbull County, Ohio",234.9328141
1254,"Itasca County, Minnesota",234.8345185
1255,"Wilkes County, North Carolina",234.7043739
1256,"Talbot County, Maryland",234.6365769
1257,"St. Mary's County, Maryland",234.4184689
1258,"Payette County, Idaho",234.4095533
1259,"Murray County, Georgia",234.2934271
1260,"Kane County, Utah",234.1597796
1261,"Walla Walla County, Washington",233.4957164
1262,"Van Buren County, Tennessee",232.8497224
1263,"Golden Valley County, Montana",232.8288708
1264,"Windham County, Vermont",232.5740475
1265,"Lane County, Kansas",232.5581395
1266,"Nome Census Area, Alaska",232.5111201
1267,"Colonial Heights city, Virginia",232.5053873
1268,"Henry County, Iowa",232.4201365
1269,"Loudon County, Tennessee",231.9219791
1270,"Lackawanna County, Pennsylvania",231.8504565
1271,"Jones County, Texas",231.6330127
1272,"Johnson County, Indiana",231.5594187
1273,"Mower County, Minnesota",231.3931904
1274,"Graham County, Kansas",231.3922098
1275,"Deschutes County, Oregon",231.3894212
1276,"Cooke County, Texas",231.3671459
1277,"Lincoln County, Montana",231.2435766
1278,"Fayette County, Pennsylvania",231.1128231
1279,"Morgan County, Illinois",230.9863975
1280,"Garrett County, Maryland",230.8541604
1281,"Adams County, Washington",230.7651964
1282,"Fayette County, Alabama",230.6464013
1283,"McKean County, Pennsylvania",230.3450522
1284,"Dade County, Georgia",230.2053674
1285,"Eastland County, Texas",230.2000548
1286,"Montezuma County, Colorado",230.0912565
1287,"Chautauqua County, New York",229.1854524
1288,"Vigo County, Indiana",229.012568
1289,"Sherman County, Kansas",228.9452167
1290,"Payne County, Oklahoma",228.9226722
1291,"Wapello County, Iowa",228.8717471
1292,"Clark County, Illinois",228.6491163
1293,"Jefferson County, Kansas",228.5653537
1294,"Kaufman County, Texas",228.4282662
1295,"Keweenaw County, Michigan",228.2062985
1296,"Wichita County, Kansas",228.1021898
1297,"Baldwin County, Alabama",228.086325
1298,"Butler County, Kansas",227.9531328
1299,"Shiawassee County, Michigan",227.8664731
1300,"Livingston County, Illinois",227.8321898
1301,"Dutchess County, New York",227.6738202
1302,"Jones County, Mississippi",227.6649121
1303,"Klamath County, Oregon",227.5830678
1304,"Grand Forks County, North Dakota",226.9474841
1305,"Calaveras County, California",226.8898124
1306,"Madison County, Illinois",226.7751894
1307,"Thomas County, Kansas",226.4720684
1308,"Cambria County, Pennsylvania",226.3361305
1309,"Jefferson County, Colorado",226.1697215
1310,"Asotin County, Washington",226.1420172
1311,"Poweshiek County, Iowa",225.7943121
1312,"Larimer County, Colorado",225.6414801
1313,"Waller County, Texas",225.5988322
1314,"Northumberland County, Pennsylvania",225.3497173
1315,"Cass County, Illinois",225.1576103
1316,"Cannon County, Tennessee",225.0453721
1317,"Calhoun County, West Virginia",224.7488102
1318,"Bossier Parish, Louisiana",224.5140241
1319,"Pender County, North Carolina",224.0936856
1320,"Boyle County, Kentucky",224.0375004
1321,"Mercer County, Pennsylvania",223.9680542
1322,"Gilmer County, Georgia",223.9406557
1323,"Gladwin County, Michigan",223.5907896
1324,"Covington city, Virginia",223.4444826
1325,"Wilcox County, Georgia",223.2142857
1326,"Boone County, West Virginia",222.9194188
1327,"Benton County, Washington",222.7811324
1328,"Morton County, Kansas",222.7171492
1329,"Vernon Parish, Louisiana",222.4080903
1330,"Sanilac County, Michigan",222.365684
1331,"Fond du Lac County, Wisconsin",222.0082909
1332,"Burnett County, Wisconsin",221.743951
1333,"Terrell County, Texas",221.4839424
1334,"Gwinnett County, Georgia",221.22555
1335,"Boise County, Idaho",220.7505519
1336,"Hawaii County, Hawaii",220.6256125
1337,"Winchester city, Virginia",220.4585538
1338,"Dane County, Wisconsin",220.2224188
1339,"Barton County, Missouri",219.9592668
1340,"Rush County, Kansas",219.7112367
1341,"Russell County, Virginia",219.360317
1342,"Milam County, Texas",219.3073199
1343,"Clare County, Michigan",219.1762897
1344,"Live Oak County, Texas",219.0949692
1345,"Creek County, Oklahoma",218.532709
1346,"Rich County, Utah",218.5314685
1347,"Walker County, Georgia",218.4814804
1348,"Orange County, California",217.9900031
1349,"Harrisonburg city, Virginia",217.9200311
1350,"New Madrid County, Missouri",217.8056085
1351,"Bibb County, Alabama",217.6616915
1352,"Wheeler County, Oregon",217.2338885
1353,"Cook County, Georgia",216.805344
1354,"Kingman County, Kansas",216.7261601
1355,"Canyon County, Idaho",216.7234036
1356,"Pickens County, Alabama",216.4836864
1357,"Douglas County, Wisconsin",216.4650124
1358,"Richland County, Illinois",216.2897046
1359,"Dunn County, North Dakota",216.2421913
1360,"San Saba County, Texas",216.2341983
